  Time(sec)     RMS      ENVELOPE
    5.3500  0.57684E-05  0.11223E-04
    5.3600  0.66840E-05  0.10847E-04
    5.3700  0.74628E-05  0.10472E-04
    5.3800  0.81018E-05  0.10096E-04
    5.3900  0.85828E-05  0.97205E-05
    5.4000  0.88804E-05  0.93449E-05
    5.4100  0.89694E-05  0.89694E-05
    5.4200  0.88297E-05  0.90920E-05
    5.4300  0.84511E-05  0.92145E-05
    5.4400  0.78447E-05  0.93371E-05
    5.4500  0.70625E-05  0.94596E-05
    5.4600  0.62213E-05  0.95822E-05
    5.4700  0.55255E-05  0.97048E-05
    5.4800  0.52422E-05  0.98273E-05
    5.4900  0.55406E-05  0.99499E-05
    5.5000  0.63285E-05  0.10072E-04
    5.5100  0.73606E-05  0.10195E-04
    5.5200  0.84157E-05  0.10318E-04
    5.5300  0.93476E-05  0.10440E-04
    5.5400  0.10078E-04  0.10563E-04
    5.5500  0.10585E-04  0.10685E-04
    5.5600  0.10895E-04  0.10808E-04
    5.5700  0.11061E-04  0.10930E-04
    5.5800  0.11141E-04  0.11053E-04
    5.5900  0.11175E-04  0.11175E-04
    5.6000  0.11175E-04  0.10865E-04
    5.6100  0.11116E-04  0.10554E-04
    5.6200  0.10948E-04  0.10243E-04
    5.6300  0.10609E-04  0.99326E-05
    5.6400  0.10040E-04  0.96219E-05
    5.6500  0.92118E-05  0.93112E-05
    5.6600  0.81451E-05  0.90005E-05
    5.6700  0.69242E-05  0.86897E-05
    5.6800  0.57113E-05  0.83790E-05
    5.6900  0.47595E-05  0.80683E-05
    5.7000  0.43523E-05  0.77576E-05
    5.7100  0.45526E-05  0.74469E-05
    5.7200  0.50899E-05  0.71362E-05
    5.7300  0.56453E-05  0.68255E-05
    5.7400  0.60363E-05  0.65147E-05
    5.7500  0.62040E-05  0.62040E-05
    5.7600  0.61711E-05  0.62455E-05
    5.7700  0.60160E-05  0.62869E-05
    5.7800  0.58504E-05  0.63283E-05
    5.7900  0.57833E-05  0.63698E-05
    5.8000  0.58738E-05  0.64112E-05
    5.8100  0.60985E-05  0.64526E-05
    5.8200  0.63624E-05  0.64941E-05
    5.8300  0.65355E-05  0.65355E-05
    5.8400  0.64828E-05  0.69549E-05
    5.8500  0.60864E-05  0.73742E-05
    5.8600  0.52633E-05  0.77936E-05
    5.8700  0.39781E-05  0.82130E-05
    5.8800  0.22498E-05  0.86323E-05
    5.8900  0.15584E-06  0.90517E-05
    5.9000  0.21904E-05  0.94711E-05
    5.9100  0.46162E-05  0.98904E-05
    5.9200  0.69473E-05  0.10310E-04
    5.9300  0.90108E-05  0.10729E-04
    5.9400  0.10662E-04  0.11149E-04
    5.9500  0.11803E-04  0.11568E-04
    5.9600  0.12384E-04  0.11987E-04
    5.9700  0.12407E-04  0.12407E-04
