  Time(sec)     RMS      ENVELOPE
    4.6800  0.17327E-05  0.43775E-05
    4.6900  0.14235E-05  0.44045E-05
    4.7000  0.12608E-05  0.44315E-05
    4.7100  0.13123E-05  0.44586E-05
    4.7200  0.14971E-05  0.44856E-05
    4.7300  0.17036E-05  0.45127E-05
    4.7400  0.18586E-05  0.45397E-05
    4.7500  0.19299E-05  0.45667E-05
    4.7600  0.19558E-05  0.45938E-05
    4.7700  0.20431E-05  0.46208E-05
    4.7800  0.22786E-05  0.46479E-05
    4.7900  0.26367E-05  0.46749E-05
    4.8000  0.30165E-05  0.47019E-05
    4.8100  0.33370E-05  0.47290E-05
    4.8200  0.35694E-05  0.47560E-05
    4.8300  0.37200E-05  0.47831E-05
    4.8400  0.38133E-05  0.48101E-05
    4.8500  0.38764E-05  0.48371E-05
    4.8600  0.39245E-05  0.48642E-05
    4.8700  0.39643E-05  0.48912E-05
    4.8800  0.40110E-05  0.49182E-05
    4.8900  0.41025E-05  0.49453E-05
    4.9000  0.42820E-05  0.49723E-05
    4.9100  0.45531E-05  0.49994E-05
    4.9200  0.48496E-05  0.50264E-05
    4.9300  0.50534E-05  0.50534E-05
    4.9400  0.50438E-05  0.49135E-05
    4.9500  0.47407E-05  0.47737E-05
    4.9600  0.41302E-05  0.46338E-05
    4.9700  0.32724E-05  0.44939E-05
    4.9800  0.23044E-05  0.43540E-05
    4.9900  0.15049E-05  0.42141E-05
    5.0000  0.14288E-05  0.40742E-05
    5.0100  0.20465E-05  0.39343E-05
    5.0200  0.27496E-05  0.37944E-05
    5.0300  0.32722E-05  0.36545E-05
    5.0400  0.35146E-05  0.35146E-05
    5.0500  0.34674E-05  0.36251E-05
    5.0600  0.32389E-05  0.37356E-05
    5.0700  0.30366E-05  0.38461E-05
    5.0800  0.30546E-05  0.39566E-05
    5.0900  0.33330E-05  0.40671E-05
    5.1000  0.37521E-05  0.41776E-05
    5.1100  0.41537E-05  0.42882E-05
    5.1200  0.44250E-05  0.43987E-05
    5.1300  0.45092E-05  0.45092E-05
    5.1400  0.43804E-05  0.44700E-05
    5.1500  0.40215E-05  0.44308E-05
    5.1600  0.34278E-05  0.43917E-05
    5.1700  0.26430E-05  0.43525E-05
    5.1800  0.18006E-05  0.43133E-05
    5.1900  0.11218E-05  0.42742E-05
    5.2000  0.83893E-06  0.42350E-05
    5.2100  0.88984E-06  0.41958E-05
    5.2200  0.99608E-06  0.41567E-05
    5.2300  0.10761E-05  0.41175E-05
    5.2400  0.11560E-05  0.40783E-05
    5.2500  0.12778E-05  0.40391E-05
    5.2600  0.14991E-05  0.40000E-05
    5.2700  0.18769E-05  0.39608E-05
    5.2800  0.23938E-05  0.39216E-05
    5.2900  0.29441E-05  0.38825E-05
    5.3000  0.34017E-05  0.38433E-05
    5.3100  0.36824E-05  0.38041E-05
    5.3200  0.37650E-05  0.37650E-05
    5.3300  0.36768E-05  0.36079E-05
    5.3400  0.34540E-05  0.34508E-05
    5.3500  0.31058E-05  0.32938E-05
    5.3600  0.26099E-05  0.31367E-05
    5.3700  0.19419E-05  0.29797E-05
    5.3800  0.11227E-05  0.28226E-05
    5.3900  0.24460E-06  0.26656E-05
    5.4000  0.56698E-06  0.25085E-05
    5.4100  0.12030E-05  0.23514E-05
    5.4200  0.16285E-05  0.21944E-05
    5.4300  0.18477E-05  0.20373E-05
    5.4400  0.18803E-05  0.18803E-05
    5.4500  0.17577E-05  0.20323E-05
    5.4600  0.15009E-05  0.21844E-05
    5.4700  0.11167E-05  0.23364E-05
    5.4800  0.67517E-06  0.24885E-05
    5.4900  0.54993E-06  0.26406E-05
    5.5000  0.97184E-06  0.27926E-05
    5.5100  0.14827E-05  0.29447E-05
    5.5200  0.19375E-05  0.30967E-05
    5.5300  0.23283E-05  0.32488E-05
    5.5400  0.26864E-05  0.34008E-05
    5.5500  0.30463E-05  0.35529E-05
    5.5600  0.34207E-05  0.37049E-05
    5.5700  0.37902E-05  0.38570E-05
    5.5800  0.41147E-05  0.40090E-05
    5.5900  0.43614E-05  0.41611E-05
    5.6000  0.45225E-05  0.43132E-05
    5.6100  0.46066E-05  0.44652E-05
    5.6200  0.46173E-05  0.46173E-05
    5.6300  0.45357E-05  0.43711E-05
    5.6400  0.43325E-05  0.41248E-05
    5.6500  0.40048E-05  0.38786E-05
    5.6600  0.35869E-05  0.36324E-05
    5.6700  0.31197E-05  0.33862E-05
    5.6800  0.26328E-05  0.31400E-05
    5.6900  0.21728E-05  0.28938E-05
    5.7000  0.18239E-05  0.26476E-05
    5.7100  0.16481E-05  0.24014E-05
    5.7200  0.16139E-05  0.21552E-05
    5.7300  0.16388E-05  0.19090E-05
    5.7400  0.16628E-05  0.16628E-05
    5.7500  0.16584E-05  0.16409E-05
    5.7600  0.16218E-05  0.16190E-05
    5.7700  0.15651E-05  0.15971E-05
    5.7800  0.15087E-05  0.15752E-05
    5.7900  0.14806E-05  0.15534E-05
    5.8000  0.14936E-05  0.15315E-05
    5.8100  0.15096E-05  0.15096E-05
    5.8200  0.14622E-05  0.18050E-05
    5.8300  0.13361E-05  0.21004E-05
    5.8400  0.12357E-05  0.23958E-05
    5.8500  0.13422E-05  0.26912E-05
    5.8600  0.16885E-05  0.29866E-05
    5.8700  0.21525E-05  0.32821E-05
    5.8800  0.26614E-05  0.35775E-05
    5.8900  0.32173E-05  0.38729E-05
    5.9000  0.38244E-05  0.41683E-05
    5.9100  0.44382E-05  0.44637E-05
    5.9200  0.49859E-05  0.47591E-05
    5.9300  0.54179E-05  0.50545E-05
    5.9400  0.57204E-05  0.53499E-05
    5.9500  0.58951E-05  0.56453E-05
    5.9600  0.59407E-05  0.59407E-05
    5.9700  0.58548E-05  0.58439E-05
